gameid,league,year,date,game,side,position,playername,teamname,champion,result
ESPORTSTMNT03/1551799,WLDs,2020,2020-10-06 07:37:32,1.0,Red,mid,Jensen,Team Liquid,Orianna,1
ESPORTSTMNT03/1551799,WLDs,2020,2020-10-06 07:37:32,1.0,Red,bot,Tactical,Team Liquid,Kalista,1
ESPORTSTMNT03/1551799,WLDs,2020,2020-10-06 07:37:32,1.0,Red,sup,CoreJJ,Team Liquid,Sett,1
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Blue,top,Bin,Suning,Jax,1
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Blue,jng,SofM,Suning,Nidalee,1
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Blue,mid,Angel,Suning,Syndra,1
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Blue,bot,huanfeng,Suning,Ezreal,1
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Blue,sup,SwordArt,Suning,Bard,1
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Red,top,PK,Machi Esports,Shen,0
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Red,jng,Gemini,Machi Esports,Volibear,0
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Red,mid,Mission,Machi Esports,Azir,0
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Red,bot,Bruce,Machi Esports,Ashe,0
ESPORTSTMNT03/1551806,WLDs,2020,2020-10-06 08:47:57,1.0,Red,sup,Koala,Machi Esports,Rakan,0
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Blue,top,Doran,DRX,Maokai,1
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Blue,jng,Pyosik,DRX,Kindred,1
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Blue,mid,Chovy,DRX,Zoe,1
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Blue,bot,Deft,DRX,Caitlyn,1
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Blue,sup,Keria,DRX,Lux,1
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Red,top,Solo,FlyQuest,Ornn,0
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Red,jng,Santorin,FlyQuest,Graves,0
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Red,mid,PowerOfEvil,FlyQuest,Orianna,0
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Red,bot,WildTurtle,FlyQuest,Ashe,0
ESPORTSTMNT03/1551814,WLDs,2020,2020-10-06 09:47:55,1.0,Red,sup,IgNar,FlyQuest,Pantheon,0
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Blue,top,369,Top Esports,Jax,1
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Blue,jng,Karsa,Top Esports,Gragas,1
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Blue,mid,knight,Top Esports,Lucian,1
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Blue,bot,JackeyLove,Top Esports,Senna,1
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Blue,sup,yuyanjia,Top Esports,Tahm Kench,1
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Red,top,BOSS,Unicorns of Love.CIS,Camille,0
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Red,jng,AHaHaCiK,Unicorns of Love.CIS,Lee Sin,0
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Red,mid,Nomanz,Unicorns of Love.CIS,Syndra,0
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Red,bot,Gadget,Unicorns of Love.CIS,Karthus,0
ESPORTSTMNT03/1551821,WLDs,2020,2020-10-06 10:44:20,1.0,Red,sup,SaNTaS,Unicorns of Love.CIS,Nautilus,0
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Blue,top,Bwipo,Fnatic,Ornn,1
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Blue,jng,Selfmade,Fnatic,Graves,1
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Blue,mid,Nemesis,Fnatic,Orianna,1
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Blue,bot,Rekkles,Fnatic,Senna,1
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Blue,sup,Hylissang,Fnatic,Leona,1
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Red,top,Rascal,Gen.G,Renekton,0
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Red,jng,Clid,Gen.G,Nidalee,0
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Red,mid,Bdd,Gen.G,Azir,0
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Red,bot,Ruler,Gen.G,Ezreal,0
ESPORTSTMNT03/1551831,WLDs,2020,2020-10-06 11:43:09,1.0,Red,sup,Life,Gen.G,Rakan,0
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Blue,top,BrokenBlade,TSM,Shen,0
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Blue,jng,Spica,TSM,Graves,0
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Blue,mid,Bjergsen,TSM,LeBlanc,0
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Blue,bot,Doublelift,TSM,Ezreal,0
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Blue,sup,Biofrost,TSM,Bard,0
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Red,top,Langx,LGD Gaming,Renekton,1
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Red,jng,Peanut,LGD Gaming,Lillia,1
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Red,mid,xiye,LGD Gaming,Orianna,1
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Red,bot,Kramer,LGD Gaming,Senna,1
ESPORTSTMNT03/1551839,WLDs,2020,2020-10-06 12:37:05,1.0,Red,sup,Mark,LGD Gaming,Nautilus,1
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Blue,top,Impact,Team Liquid,Lulu,0
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Blue,jng,Broxah,Team Liquid,Hecarim,0
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Blue,mid,Jensen,Team Liquid,Syndra,0
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Blue,bot,Tactical,Team Liquid,Kalista,0
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Blue,sup,CoreJJ,Team Liquid,Sett,0
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Red,top,Wunder,G2 Esports,Sylas,1
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Red,jng,Jankos,G2 Esports,Volibear,1
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Red,mid,Caps,G2 Esports,Ekko,1
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Red,bot,Perkz,G2 Esports,Ashe,1
ESPORTSTMNT03/1551906,WLDs,2020,2020-10-08 07:37:03,1.0,Red,sup,Mikyx,G2 Esports,Tahm Kench,1
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Blue,top,PK,Machi Esports,Jayce,0
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Blue,jng,Gemini,Machi Esports,Volibear,0
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Blue,mid,Mission,Machi Esports,Syndra,0
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Blue,bot,Bruce,Machi Esports,Ashe,0
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Blue,sup,Koala,Machi Esports,Nautilus,0
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Red,top,Bin,Suning,Irelia,1
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Red,jng,SofM,Suning,Graves,1
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Red,mid,Angel,Suning,Galio,1
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Red,bot,huanfeng,Suning,Jhin,1
ESPORTSTMNT03/1551915,WLDs,2020,2020-10-08 08:43:06,1.0,Red,sup,SwordArt,Suning,Bard,1
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Blue,top,Wunder,G2 Esports,Shen,1
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Blue,jng,Jankos,G2 Esports,Lillia,1
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Blue,mid,Caps,G2 Esports,Lucian,1
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Blue,bot,Perkz,G2 Esports,Jhin,1
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Blue,sup,Mikyx,G2 Esports,Rakan,1
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Red,top,PK,Machi Esports,Ornn,0
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Red,jng,Gemini,Machi Esports,Graves,0
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Red,mid,Mission,Machi Esports,Orianna,0
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Red,bot,Bruce,Machi Esports,Ezreal,0
ESPORTSTMNT03/1551921,WLDs,2020,2020-10-08 09:36:15,1.0,Red,sup,Koala,Machi Esports,Alistar,0
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Blue,top,Bin,Suning,Jayce,0
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Blue,jng,SofM,Suning,Graves,0
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Blue,mid,Angel,Suning,Twisted Fate,0
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Blue,bot,huanfeng,Suning,Senna,0
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Blue,sup,SwordArt,Suning,Tahm Kench,0
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Red,top,Impact,Team Liquid,Malphite,1
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Red,jng,Broxah,Team Liquid,Lillia,1
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Red,mid,Jensen,Team Liquid,Sett,1
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Red,bot,Tactical,Team Liquid,Jhin,1
ESPORTSTMNT03/1551926,WLDs,2020,2020-10-08 10:36:46,1.0,Red,sup,CoreJJ,Team Liquid,Bard,1
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Blue,top,Impact,Team Liquid,Shen,1
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Blue,jng,Broxah,Team Liquid,Lillia,1
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Blue,mid,Jensen,Team Liquid,Syndra,1
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Blue,bot,Tactical,Team Liquid,Senna,1
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Blue,sup,CoreJJ,Team Liquid,Pantheon,1
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Red,top,PK,Machi Esports,Ornn,0
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Red,jng,Gemini,Machi Esports,Lee Sin,0
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Red,mid,Mission,Machi Esports,Kassadin,0
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Red,bot,Bruce,Machi Esports,Ashe,0
ESPORTSTMNT03/1551936,WLDs,2020,2020-10-08 11:34:39,1.0,Red,sup,Koala,Machi Esports,Bard,0
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Blue,top,Bin,Suning,Camille,1
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Blue,jng,SofM,Suning,Jarvan IV,1
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Blue,mid,Angel,Suning,Syndra,1
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Blue,bot,huanfeng,Suning,Ezreal,1
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Blue,sup,SwordArt,Suning,Bard,1
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Red,top,Wunder,G2 Esports,Renekton,0
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Red,jng,Jankos,G2 Esports,Graves,0
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Red,mid,Caps,G2 Esports,Ekko,0
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Red,bot,Perkz,G2 Esports,Kalista,0
ESPORTSTMNT03/1551941,WLDs,2020,2020-10-08 12:30:05,1.0,Red,sup,Mikyx,G2 Esports,Senna,0
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Blue,top,Bin,Suning,Gangplank,1
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Blue,jng,SofM,Suning,Graves,1
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Blue,mid,Angel,Suning,Akali,1
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Blue,bot,huanfeng,Suning,Ashe,1
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Blue,sup,SwordArt,Suning,Leona,1
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Red,top,Wunder,G2 Esports,Sion,0
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Red,jng,Jankos,G2 Esports,Lillia,0
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Red,mid,Caps,G2 Esports,Syndra,0
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Red,bot,Perkz,G2 Esports,Senna,0
ESPORTSTMNT03/1551948,WLDs,2020,2020-10-08 13:20:26,1.0,Red,sup,Mikyx,G2 Esports,Sett,0
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Blue,top,Hanabi,PSG Talon,Gangplank,0
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Blue,jng,River,PSG Talon,Kindred,0
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Blue,mid,Tank,PSG Talon,Syndra,0
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Blue,bot,Unified,PSG Talon,Ashe,0
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Blue,sup,Kaiwing,PSG Talon,Tahm Kench,0
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Red,top,Nuguri,DWG KIA,Ornn,1
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Red,jng,Canyon,DWG KIA,Graves,1
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Red,mid,ShowMaker,DWG KIA,Ekko,1
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Red,bot,Ghost,DWG KIA,Jhin,1
ESPORTSTMNT03/1532201,WLDs,2020,2020-10-09 07:17:02,1.0,Red,sup,BeryL,DWG KIA,Bard,1
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Blue,top,Finn,Rogue,Ornn,0
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Blue,jng,Inspired,Rogue,Graves,0
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Blue,mid,Larssen,Rogue,Orianna,0
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Blue,bot,Hans Sama,Rogue,Kalista,0
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Blue,sup,Vander,Rogue,Pantheon,0
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Red,top,Zoom,JD Gaming,Camille,1
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Red,jng,Kanavi,JD Gaming,Sylas,1
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Red,mid,Yagao,JD Gaming,Ekko,1
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Red,bot,LokeN,JD Gaming,Jhin,1
ESPORTSTMNT03/1532217,WLDs,2020,2020-10-09 08:43:57,1.0,Red,sup,LvMao,JD Gaming,Sett,1
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Blue,top,Nuguri,DWG KIA,Kennen,1
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Blue,jng,Canyon,DWG KIA,Graves,1
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Blue,mid,ShowMaker,DWG KIA,Twisted Fate,1
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Blue,bot,Ghost,DWG KIA,Senna,1
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Blue,sup,BeryL,DWG KIA,Leona,1
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Red,top,Finn,Rogue,Sion,0
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Red,jng,Inspired,Rogue,Lillia,0
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Red,mid,Larssen,Rogue,Ryze,0
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Red,bot,Hans Sama,Rogue,Ashe,0
ESPORTSTMNT03/1532231,WLDs,2020,2020-10-09 09:41:59,1.0,Red,sup,Vander,Rogue,Nautilus,0
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Blue,top,Zoom,JD Gaming,Kayle,0
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Blue,jng,Kanavi,JD Gaming,Graves,0
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Blue,mid,Yagao,JD Gaming,Galio,0
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Blue,bot,LokeN,JD Gaming,Ezreal,0
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Blue,sup,LvMao,JD Gaming,Karma,0
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Red,top,Hanabi,PSG Talon,Ornn,1
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Red,jng,River,PSG Talon,Kindred,1
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Red,mid,Tank,PSG Talon,Syndra,1
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Red,bot,Unified,PSG Talon,Caitlyn,1
ESPORTSTMNT03/1532233,WLDs,2020,2020-10-09 10:31:25,1.0,Red,sup,Kaiwing,PSG Talon,Lux,1
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Blue,top,Hanabi,PSG Talon,Ornn,1
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Blue,jng,River,PSG Talon,Graves,1
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Blue,mid,Tank,PSG Talon,Syndra,1
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Blue,bot,Unified,PSG Talon,Aphelios,1
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Blue,sup,Kaiwing,PSG Talon,Thresh,1
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Red,top,Finn,Rogue,Irelia,0
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Red,jng,Inspired,Rogue,Lillia,0
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Red,mid,Larssen,Rogue,Orianna,0
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Red,bot,Hans Sama,Rogue,Senna,0
ESPORTSTMNT03/1532242,WLDs,2020,2020-10-09 11:23:10,1.0,Red,sup,Vander,Rogue,Braum,0
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Blue,top,Zoom,JD Gaming,Camille,1
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Blue,jng,Kanavi,JD Gaming,Lillia,1
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Blue,mid,Yagao,JD Gaming,Twisted Fate,1
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Blue,bot,LokeN,JD Gaming,Miss Fortune,1
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Blue,sup,LvMao,JD Gaming,Bard,1
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Red,top,Nuguri,DWG KIA,Sett,0
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Red,jng,Canyon,DWG KIA,Graves,0
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Red,mid,ShowMaker,DWG KIA,Galio,0
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Red,bot,Ghost,DWG KIA,Kalista,0
ESPORTSTMNT03/1532251,WLDs,2020,2020-10-09 12:19:49,1.0,Red,sup,BeryL,DWG KIA,Alistar,0
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Blue,top,Bwipo,Fnatic,Volibear,1
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Blue,jng,Selfmade,Fnatic,Graves,1
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Blue,mid,Nemesis,Fnatic,Orianna,1
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Blue,bot,Rekkles,Fnatic,Senna,1
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Blue,sup,Hylissang,Fnatic,Braum,1
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Red,top,BrokenBlade,TSM,Camille,0
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Red,jng,Spica,TSM,Nidalee,0
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Red,mid,Bjergsen,TSM,Galio,0
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Red,bot,Doublelift,TSM,Jhin,0
ESPORTSTMNT03/1532272,WLDs,2020,2020-10-10 07:46:52,1.0,Red,sup,Biofrost,TSM,Leona,0
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Blue,top,Langx,LGD Gaming,Renekton,0
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Blue,jng,Peanut,LGD Gaming,Lillia,0
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Blue,mid,xiye,LGD Gaming,Orianna,0
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Blue,bot,Kramer,LGD Gaming,Jhin,0
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Blue,sup,Mark,LGD Gaming,Pantheon,0
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Red,top,Rascal,Gen.G,Volibear,1
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Red,jng,Clid,Gen.G,Nidalee,1
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Red,mid,Bdd,Gen.G,Azir,1
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Red,bot,Ruler,Gen.G,Senna,1
ESPORTSTMNT03/1532280,WLDs,2020,2020-10-10 08:40:02,1.0,Red,sup,Life,Gen.G,Tahm Kench,1
ESPORTSTMNT03/1532287,WLDs,2020,2020-10-10 09:38:16,1.0,Blue,top,BrokenBlade,TSM,Volibear,0
ESPORTSTMNT03/1532287,WLDs,2020,2020-10-10 09:38:16,1.0,Blue,jng,Spica,TSM,Lillia,0
ESPORTSTMNT03/1532287,WLDs,2020,2020-10-10 09:38:16,1.0,Blue,mid,Bjergsen,TSM,Lucian,0
ESPORTSTMNT03/1532287,WLDs,2020,2020-10-10 09:38:16,1.0,Blue,bot,Doublelift,TSM,Aphelios,0
ESPORTSTMNT03/1532287,WLDs,2020,2020-10-10 09:38:16,1.0,Blue,sup,Biofrost,TSM,Thresh,0
ESPORTSTMNT03/1532287,WLDs,2020,2020-10-10 09:38:16,1.0,Red,top,Rascal,Gen.G,Ornn,1
ESPORTSTMNT03/1532287,WLDs,2020,2020-10-10 09:38:16,1.0,Red,jng,Clid,Gen.G,Graves,1
ESPORTSTMNT03/1532287,WLDs,2020,2020-10-10 09:38:16,1.0,Red,mid,Bdd,Gen.G,Orianna,1
ESPORTSTMNT03/1532287,WLDs,2020,2020-10-10 09:38:16,1.0,Red,bot,Ruler,Gen.G,Senna,1
