gameid,league,year,date,game,side,position,playername,teamname,champion,result
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Blue,top,fredy122,SK Gaming,Swain,1
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Blue,jng,Svenskeren,SK Gaming,Kha'Zix,1
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Blue,mid,Jesiz,SK Gaming,Ziggs,1
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Blue,bot,CandyPanda,SK Gaming,Vayne,1
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Blue,sup,nRated,SK Gaming,Morgana,1
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Red,top,Dyrus,TSM,Maokai,0
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Red,jng,Amazing,TSM,Lee Sin,0
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Red,mid,Bjergsen,TSM,Syndra,0
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Red,bot,WildTurtle,TSM,Kog'Maw,0
TRLH3/1000440053,WLDs,2014,2014-09-21 13:47:17,1.0,Red,sup,Lustboy,TSM,Janna,0
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Blue,top,Looper,Samsung White,Maokai,1
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Blue,jng,DanDy,Samsung White,Jarvan IV,1
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Blue,mid,PawN,Samsung White,Fizz,1
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Blue,bot,imp,Samsung White,Twitch,1
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Blue,sup,Mata,Samsung White,Janna,1
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Red,top,Korol,EDward Gaming,Ryze,0
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Red,jng,Clearlove,EDward Gaming,Kha'Zix,0
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Red,mid,U,EDward Gaming,Ziggs,0
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Red,bot,NaMei,EDward Gaming,Kog'Maw,0
TRLH3/1000440054,WLDs,2014,2014-09-21 14:49:11,1.0,Red,sup,FZZF,EDward Gaming,Nami,0
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Blue,top,Korol,EDward Gaming,Maokai,1
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Blue,jng,Clearlove,EDward Gaming,Rengar,1
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Blue,mid,U,EDward Gaming,Kassadin,1
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Blue,bot,NaMei,EDward Gaming,Lucian,1
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Blue,sup,FZZF,EDward Gaming,Braum,1
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Red,top,Prydz,ahq eSports Club,Rumble,0
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Red,jng,Naz,ahq eSports Club,Lee Sin,0
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Red,mid,Westdoor,ahq eSports Club,Zed,0
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Red,bot,GarnetDevil,ahq eSports Club,Jinx,0
TRLH3/1000450045,WLDs,2014,2014-09-21 16:00:19,1.0,Red,sup,GreenTea,ahq eSports Club,Leona,0
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Blue,top,GodLike,LMQ,Rumble,1
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Blue,jng,NONAME,LMQ,Jarvan IV,1
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Blue,mid,XiaoWeiXiao,LMQ,Syndra,1
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Blue,bot,Vasilii,LMQ,Twitch,1
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Blue,sup,Mor,LMQ,Thresh,1
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Red,top,Gogoing,Oh My God,Maokai,0
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Red,jng,LoveLing,Oh My God,Elise,0
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Red,mid,Cool,Oh My God,Yasuo,0
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Red,bot,san,Oh My God,Tristana,0
TRLH1/1000360176,WLDs,2014,2014-09-25 09:15:13,1.0,Red,sup,Da7,Oh My God,Nami,0
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Blue,top,Save,NaJin White Shield,Ryze,1
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Blue,jng,Watch,NaJin White Shield,Kha'Zix,1
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Blue,mid,Ggoong,NaJin White Shield,Zed,1
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Blue,bot,Zefa,NaJin White Shield,Corki,1
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Blue,sup,GorillA,NaJin White Shield,Thresh,1
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Red,top,Lep,KaBuM! e-Sports,Kayle,0
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Red,jng,Danagorn,KaBuM! e-Sports,Elise,0
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Red,mid,tinowns,KaBuM! e-Sports,Ahri,0
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Red,bot,Minerva,KaBuM! e-Sports,Lucian,0
TRLH1/1000360187,WLDs,2014,2014-09-25 10:20:08,1.0,Red,sup,dans,KaBuM! e-Sports,Janna,0
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Blue,top,Acorn,Samsung Blue,Rumble,1
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Blue,jng,Spirit,Samsung Blue,Lee Sin,1
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Blue,mid,dade,Samsung Blue,Yasuo,1
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Blue,bot,Deft,Samsung Blue,Kog'Maw,1
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Blue,sup,Heart,Samsung Blue,Nami,1
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Red,top,Gogoing,Oh My God,Kayle,0
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Red,jng,LoveLing,Oh My God,Kha'Zix,0
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Red,mid,Cool,Oh My God,Ahri,0
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Red,bot,san,Oh My God,Tristana,0
TRLH1/1000360191,WLDs,2014,2014-09-25 11:16:07,1.0,Red,sup,Da7,Oh My God,Thresh,0
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Blue,top,BalIs,Cloud9,Rumble,1
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Blue,jng,Meteos,Cloud9,Kha'Zix,1
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Blue,mid,Hai,Cloud9,Syndra,1
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Blue,bot,Sneaky,Cloud9,Lucian,1
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Blue,sup,LemonNation,Cloud9,Janna,1
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Red,top,Wickd,Alliance,Kayle,0
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Red,jng,Shook,Alliance,Elise,0
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Red,mid,Froggen,Alliance,Xerath,0
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Red,bot,Tabzz,Alliance,Kog'Maw,0
TRLH1/1000360205,WLDs,2014,2014-09-25 12:18:29,1.0,Red,sup,Nyph,Alliance,Nami,0
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Blue,top,sOAZ,Fnatic,Lulu,0
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Blue,jng,Cyanide,Fnatic,Jarvan IV,0
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Blue,mid,xPeke,Fnatic,Xerath,0
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Blue,bot,Rekkles,Fnatic,Tristana,0
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Blue,sup,YellOwStaR,Fnatic,Nami,0
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Red,top,GodLike,LMQ,Rumble,1
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Red,jng,NONAME,LMQ,Lee Sin,1
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Red,mid,XiaoWeiXiao,LMQ,Yasuo,1
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Red,bot,Vasilii,LMQ,Kog'Maw,1
TRLH1/1000360219,WLDs,2014,2014-09-25 13:43:26,1.0,Red,sup,Mor,LMQ,Thresh,1
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Blue,top,BalIs,Cloud9,Ryze,1
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Blue,jng,Meteos,Cloud9,Lee Sin,1
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Blue,mid,Hai,Cloud9,Yasuo,1
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Blue,bot,Sneaky,Cloud9,Tristana,1
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Blue,sup,LemonNation,Cloud9,Janna,1
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Red,top,Lep,KaBuM! e-Sports,Lulu,0
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Red,jng,Danagorn,KaBuM! e-Sports,Jarvan IV,0
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Red,mid,tinowns,KaBuM! e-Sports,Syndra,0
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Red,bot,Minerva,KaBuM! e-Sports,Lucian,0
TRLH1/1000360222,WLDs,2014,2014-09-25 14:36:24,1.0,Red,sup,dans,KaBuM! e-Sports,Thresh,0
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Blue,top,Save,NaJin White Shield,Riven,1
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Blue,jng,Watch,NaJin White Shield,Lee Sin,1
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Blue,mid,Ggoong,NaJin White Shield,Lulu,1
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Blue,bot,Zefa,NaJin White Shield,Tristana,1
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Blue,sup,GorillA,NaJin White Shield,Thresh,1
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Red,top,Wickd,Alliance,Irelia,0
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Red,jng,Shook,Alliance,Kha'Zix,0
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Red,mid,Froggen,Alliance,Twisted Fate,0
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Red,bot,Tabzz,Alliance,Lucian,0
TRLH1/1000370225,WLDs,2014,2014-09-26 08:59:17,1.0,Red,sup,Nyph,Alliance,Zilean,0
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Blue,top,Acorn,Samsung Blue,Lulu,0
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Blue,jng,Spirit,Samsung Blue,Jarvan IV,0
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Blue,mid,dade,Samsung Blue,Zed,0
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Blue,bot,Deft,Samsung Blue,Kog'Maw,0
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Blue,sup,Heart,Samsung Blue,Nami,0
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Red,top,sOAZ,Fnatic,Irelia,1
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Red,jng,Cyanide,Fnatic,Elise,1
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Red,mid,xPeke,Fnatic,Ahri,1
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Red,bot,Rekkles,Fnatic,Lucian,1
TRLH1/1000370226,WLDs,2014,2014-09-26 10:17:33,1.0,Red,sup,YellOwStaR,Fnatic,Thresh,1
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Blue,top,Save,NaJin White Shield,Ryze,1
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Blue,jng,Watch,NaJin White Shield,Elise,1
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Blue,mid,Ggoong,NaJin White Shield,Zed,1
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Blue,bot,Zefa,NaJin White Shield,Corki,1
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Blue,sup,GorillA,NaJin White Shield,Thresh,1
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Red,top,BalIs,Cloud9,Lulu,0
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Red,jng,Meteos,Cloud9,Kha'Zix,0
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Red,mid,Hai,Cloud9,Talon,0
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Red,bot,Sneaky,Cloud9,Tristana,0
TRLH1/1000370236,WLDs,2014,2014-09-26 11:29:59,1.0,Red,sup,LemonNation,Cloud9,Nami,0
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Blue,top,Gogoing,Oh My God,Irelia,1
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Blue,jng,LoveLing,Oh My God,Evelynn,1
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Blue,mid,Cool,Oh My God,Zilean,1
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Blue,bot,san,Oh My God,Kog'Maw,1
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Blue,sup,Da7,Oh My God,Nami,1
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Red,top,sOAZ,Fnatic,Lulu,0
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Red,jng,Cyanide,Fnatic,Kha'Zix,0
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Red,mid,xPeke,Fnatic,Kassadin,0
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Red,bot,Rekkles,Fnatic,Lucian,0
TRLH1/1000370246,WLDs,2014,2014-09-26 12:34:52,1.0,Red,sup,YellOwStaR,Fnatic,Thresh,0
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Blue,top,Wickd,Alliance,Irelia,1
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Blue,jng,Shook,Alliance,Lee Sin,1
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Blue,mid,Froggen,Alliance,Fizz,1
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Blue,bot,Tabzz,Alliance,Tristana,1
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Blue,sup,Nyph,Alliance,Janna,1
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Red,top,Lep,KaBuM! e-Sports,Rumble,0
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Red,jng,Danagorn,KaBuM! e-Sports,Kha'Zix,0
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Red,mid,tinowns,KaBuM! e-Sports,Orianna,0
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Red,bot,Minerva,KaBuM! e-Sports,Lucian,0
TRLH1/1000370262,WLDs,2014,2014-09-26 13:45:59,1.0,Red,sup,dans,KaBuM! e-Sports,Thresh,0
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Blue,top,Acorn,Samsung Blue,Maokai,1
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Blue,jng,Spirit,Samsung Blue,Jarvan IV,1
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Blue,mid,dade,Samsung Blue,Yasuo,1
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Blue,bot,Deft,Samsung Blue,Corki,1
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Blue,sup,Heart,Samsung Blue,Thresh,1
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Red,top,GodLike,LMQ,Rumble,0
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Red,jng,NONAME,LMQ,Kha'Zix,0
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Red,mid,XiaoWeiXiao,LMQ,Fizz,0
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Red,bot,Vasilii,LMQ,Tristana,0
TRLH1/1000370271,WLDs,2014,2014-09-26 14:48:59,1.0,Red,sup,Mor,LMQ,Braum,0
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Blue,top,sOAZ,Fnatic,Rumble,0
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Blue,jng,Cyanide,Fnatic,Elise,0
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Blue,mid,xPeke,Fnatic,Syndra,0
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Blue,bot,Rekkles,Fnatic,Kog'Maw,0
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Blue,sup,YellOwStaR,Fnatic,Nami,0
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Red,top,Gogoing,Oh My God,Ryze,1
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Red,jng,LoveLing,Oh My God,Kha'Zix,1
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Red,mid,Cool,Oh My God,Zed,1
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Red,bot,san,Oh My God,Lucian,1
TRLH1/1000370301,WLDs,2014,2014-09-27 06:05:33,1.0,Red,sup,Da7,Oh My God,Thresh,1
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Blue,top,Wickd,Alliance,Irelia,1
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Blue,jng,Shook,Alliance,Rammus,1
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Blue,mid,Froggen,Alliance,Ahri,1
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Blue,bot,Tabzz,Alliance,Kog'Maw,1
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Blue,sup,Nyph,Alliance,Alistar,1
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Red,top,BalIs,Cloud9,Ryze,0
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Red,jng,Meteos,Cloud9,Jarvan IV,0
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Red,mid,Hai,Cloud9,Zilean,0
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Red,bot,Sneaky,Cloud9,Lucian,0
TRLH1/1000370304,WLDs,2014,2014-09-27 07:38:16,1.0,Red,sup,LemonNation,Cloud9,Morgana,0
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Blue,top,GodLike,LMQ,Maokai,0
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Blue,jng,NONAME,LMQ,Jarvan IV,0
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Blue,mid,XiaoWeiXiao,LMQ,Fizz,0
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Blue,bot,Vasilii,LMQ,Tristana,0
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Blue,sup,Mor,LMQ,Thresh,0
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Red,top,sOAZ,Fnatic,Rumble,1
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Red,jng,Cyanide,Fnatic,Lee Sin,1
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Red,mid,xPeke,Fnatic,Lissandra,1
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Red,bot,Rekkles,Fnatic,Lucian,1
TRLH1/1000370313,WLDs,2014,2014-09-27 08:51:57,1.0,Red,sup,YellOwStaR,Fnatic,Janna,1
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Blue,top,Lep,KaBuM! e-Sports,Irelia,0
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Blue,jng,Danagorn,KaBuM! e-Sports,Lee Sin,0
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Blue,mid,tinowns,KaBuM! e-Sports,Zilean,0
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Blue,bot,Minerva,KaBuM! e-Sports,Tristana,0
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Blue,sup,dans,KaBuM! e-Sports,Morgana,0
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Red,top,Save,NaJin White Shield,Ryze,1
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Red,jng,Watch,NaJin White Shield,Kha'Zix,1
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Red,mid,Ggoong,NaJin White Shield,Lulu,1
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Red,bot,Zefa,NaJin White Shield,Corki,1
TRLH1/1000370317,WLDs,2014,2014-09-27 09:58:53,1.0,Red,sup,GorillA,NaJin White Shield,Nami,1
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Blue,top,Gogoing,Oh My God,Irelia,0
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Blue,jng,LoveLing,Oh My God,Lee Sin,0
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Blue,mid,Cool,Oh My God,Yasuo,0
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Blue,bot,san,Oh My God,Tristana,0
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Blue,sup,Da7,Oh My God,Nami,0
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Red,top,Acorn,Samsung Blue,Kayle,1
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Red,jng,Spirit,Samsung Blue,Kha'Zix,1
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Red,mid,dade,Samsung Blue,Orianna,1
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Red,bot,Deft,Samsung Blue,Twitch,1
TRLH1/1000370321,WLDs,2014,2014-09-27 11:05:58,1.0,Red,sup,Heart,Samsung Blue,Janna,1
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Blue,top,Wickd,Alliance,Irelia,1
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Blue,jng,Shook,Alliance,Lee Sin,1
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Blue,mid,Froggen,Alliance,Ahri,1
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Blue,bot,Tabzz,Alliance,Kog'Maw,1
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Blue,sup,Nyph,Alliance,Zilean,1
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Red,top,Save,NaJin White Shield,Ryze,0
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Red,jng,Watch,NaJin White Shield,Kha'Zix,0
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Red,mid,Ggoong,NaJin White Shield,Orianna,0
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Red,bot,Zefa,NaJin White Shield,Tristana,0
TRLH1/1000370325,WLDs,2014,2014-09-27 12:11:08,1.0,Red,sup,GorillA,NaJin White Shield,Janna,0
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Blue,top,Lep,KaBuM! e-Sports,Ryze,0
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Blue,jng,Danagorn,KaBuM! e-Sports,Elise,0
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Blue,mid,tinowns,KaBuM! e-Sports,Syndra,0
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Blue,bot,Minerva,KaBuM! e-Sports,Jinx,0
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Blue,sup,dans,KaBuM! e-Sports,Thresh,0
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Red,top,BalIs,Cloud9,Kayle,1
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Red,jng,Meteos,Cloud9,Kha'Zix,1
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Red,mid,Hai,Cloud9,Xerath,1
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Red,bot,Sneaky,Cloud9,Lucian,1
TRLH1/1000360381,WLDs,2014,2014-09-28 05:56:38,1.0,Red,sup,LemonNation,Cloud9,Morgana,1
TRLH1/1000360390,WLDs,2014,2014-09-28 07:00:01,1.0,Blue,top,GodLike,LMQ,Rumble,0
TRLH1/1000360390,WLDs,2014,2014-09-28 07:00:01,1.0,Blue,jng,NONAME,LMQ,Jarvan IV,0
TRLH1/1000360390,WLDs,2014,2014-09-28 07:00:01,1.0,Blue,mid,XiaoWeiXiao,LMQ,Orianna,0
TRLH1/1000360390,WLDs,2014,2014-09-28 07:00:01,1.0,Blue,bot,Vasilii,LMQ,Kog'Maw,0
TRLH1/1000360390,WLDs,2014,2014-09-28 07:00:01,1.0,Blue,sup,Mor,LMQ,Nami,0
