ime_ekipe,ime_igralca,tip,leto
G2 Esports,Jankos,WLDs,2022
G2 Esports,Caps,WLDs,2022
G2 Esports,Flakked,WLDs,2022
G2 Esports,Targamas,WLDs,2022
CTBC Flying Oyster,Rest,WLDs,2022
CTBC Flying Oyster,Gemini,WLDs,2022
CTBC Flying Oyster,Mission,WLDs,2022
CTBC Flying Oyster,Shunn,WLDs,2022
CTBC Flying Oyster,Koala,WLDs,2022
100 Thieves,Ssumday,WLDs,2022
100 Thieves,Closer,WLDs,2022
100 Thieves,Abbedagge,WLDs,2022
100 Thieves,FBI,WLDs,2022
100 Thieves,huhi,WLDs,2022
JD Gaming,369,WLDs,2022
JD Gaming,Kanavi,WLDs,2022
JD Gaming,Yagao,WLDs,2022
JD Gaming,Hope,WLDs,2022
JD Gaming,Missing,WLDs,2022
T1,Zeus,WLDs,2022
T1,Oner,WLDs,2022
T1,Faker,WLDs,2022
T1,Gumayusi,WLDs,2022
T1,Keria,WLDs,2022
Gen.G,Doran,WLDs,2022
Gen.G,Peanut,WLDs,2022
Gen.G,Chovy,WLDs,2022
Gen.G,Ruler,WLDs,2022
Gen.G,Lehends,WLDs,2022
Rogue,Odoamne,WLDs,2022
Rogue,Malrang,WLDs,2022
Rogue,Larssen,WLDs,2022
Rogue,Comp,WLDs,2022
Rogue,Trymbi,WLDs,2022
Top Esports,Wayward,WLDs,2022
Top Esports,Tian,WLDs,2022
Top Esports,knight,WLDs,2022
Top Esports,JackeyLove,WLDs,2022
Top Esports,Mark,WLDs,2022
GAM Esports,Kiaya,WLDs,2022
GAM Esports,Levi,WLDs,2022
GAM Esports,Kati,WLDs,2022
GAM Esports,Sty1e,WLDs,2022
GAM Esports,Bie,WLDs,2022
CTBC Flying Oyster,Atlen,WLDs,2022
PSG Talon,Azhi,MSI,2023
PSG Talon,JunJia,MSI,2023
PSG Talon,Uniboy,MSI,2023
PSG Talon,Wako,MSI,2023
PSG Talon,Woody,MSI,2023
DetonatioN FocusMe,tol2,MSI,2023
DetonatioN FocusMe,Steal,MSI,2023
DetonatioN FocusMe,Aria,MSI,2023
DetonatioN FocusMe,Yutapon,MSI,2023
DetonatioN FocusMe,Harp,MSI,2023
G2 Esports,BrokenBlade,MSI,2023
G2 Esports,Yike,MSI,2023
G2 Esports,Caps,MSI,2023
G2 Esports,Hans Sama,MSI,2023
G2 Esports,Mikyx,MSI,2023
LOUD,Robo,MSI,2023
LOUD,Croc,MSI,2023
LOUD,tinowns,MSI,2023
LOUD,Route,MSI,2023
LOUD,Ceos,MSI,2023
Bilibili Gaming,Bin,MSI,2023
Bilibili Gaming,XUN,MSI,2023
Bilibili Gaming,Yagao,MSI,2023
Bilibili Gaming,Elk,MSI,2023
Bilibili Gaming,ON,MSI,2023
Movistar R7,Bong,MSI,2023
Movistar R7,Oddie,MSI,2023
Movistar R7,Mireu,MSI,2023
Movistar R7,Ceo,MSI,2023
Movistar R7,Lyonz,MSI,2023
Golden Guardians,Licorice,MSI,2023
Golden Guardians,River,MSI,2023
Golden Guardians,Gori,MSI,2023
Golden Guardians,Stixxay,MSI,2023
Golden Guardians,huhi,MSI,2023
GAM Esports,Kiaya,MSI,2023
GAM Esports,Levi,MSI,2023
GAM Esports,Kati,MSI,2023
GAM Esports,Sty1e,MSI,2023
GAM Esports,Zin,MSI,2023
Gen.G,Doran,MSI,2023
Gen.G,Peanut,MSI,2023
Gen.G,Chovy,MSI,2023
Gen.G,Peyz,MSI,2023
Gen.G,Delight,MSI,2023
MAD Lions,Chasy,MSI,2023
MAD Lions,Elyoya,MSI,2023
MAD Lions,Nisqy,MSI,2023
MAD Lions,Carzzy,MSI,2023
MAD Lions,Hylissang,MSI,2023
T1,Zeus,MSI,2023
T1,Oner,MSI,2023
T1,Faker,MSI,2023
T1,Gumayusi,MSI,2023
T1,Keria,MSI,2023
Cloud9,Fudge,MSI,2023
Cloud9,Blaber,MSI,2023
Cloud9,EMENES,MSI,2023
Cloud9,Berserker,MSI,2023
Cloud9,Zven,MSI,2023
JD Gaming,369,MSI,2023
JD Gaming,Kanavi,MSI,2023
JD Gaming,knight,MSI,2023
JD Gaming,Ruler,MSI,2023
JD Gaming,MISSING,MSI,2023
LNG Esports,Zika,WLDs,2023
LNG Esports,Tarzan,WLDs,2023
LNG Esports,Scout,WLDs,2023
LNG Esports,GALA,WLDs,2023
LNG Esports,Hang,WLDs,2023
EDward Gaming,Ale,WLDs,2023
EDward Gaming,JieJie,WLDs,2023
EDward Gaming,FOFO,WLDs,2023
EDward Gaming,Uzi,WLDs,2023
EDward Gaming,Meiko,WLDs,2023
Top Esports,Wayward,WLDs,2023
Top Esports,Tian,WLDs,2023
Top Esports,Rookie,WLDs,2023
Top Esports,JackeyLove,WLDs,2023
Top Esports,Mark,WLDs,2023
Weibo Gaming,TheShy,WLDs,2023
Weibo Gaming,Weiwei,WLDs,2023
Weibo Gaming,Xiaohu,WLDs,2023
Weibo Gaming,Light,WLDs,2023
Weibo Gaming,Crisp,WLDs,2023
KT Rolster,Kiin,WLDs,2023
KT Rolster,Cuzz,WLDs,2023
KT Rolster,Bdd,WLDs,2023
KT Rolster,Aiming,WLDs,2023
KT Rolster,Lehends,WLDs,2023
Hanwha Life Esports,Kingen,WLDs,2023
Hanwha Life Esports,Grizzly,WLDs,2023
Hanwha Life Esports,Zeka,WLDs,2023
Hanwha Life Esports,Viper,WLDs,2023
Hanwha Life Esports,Life,WLDs,2023
Dplus KIA,Canna,WLDs,2023
Dplus KIA,Canyon,WLDs,2023
Dplus KIA,ShowMaker,WLDs,2023
Dplus KIA,Deft,WLDs,2023
Dplus KIA,Kellin,WLDs,2023
DRX,Rascal,WLDs,2023
DRX,Croco,WLDs,2023
DRX,FATE,WLDs,2023
DRX,Paduck,WLDs,2023
DRX,BeryL,WLDs,2023
Golden Guardians,Licorice,WLDs,2023
Golden Guardians,River,WLDs,2023
Golden Guardians,Gori,WLDs,2023
Golden Guardians,Stixxay,WLDs,2023
Golden Guardians,huhi,WLDs,2023
Team BDS,Adam,WLDs,2023
Team BDS,Sheo,WLDs,2023
Team BDS,nuc,WLDs,2023
Team BDS,Crownie,WLDs,2023
Team BDS,Labrov,WLDs,2023
PSG Talon,Azhi,WLDs,2023
PSG Talon,JunJia,WLDs,2023
PSG Talon,Maple,WLDs,2023
PSG Talon,Wako,WLDs,2023
PSG Talon,Woody,WLDs,2023
Movistar R7,Bong,WLDs,2023
Movistar R7,Oddie,WLDs,2023
Movistar R7,Mireu,WLDs,2023
Movistar R7,Ceo,WLDs,2023
Movistar R7,Lyonz,WLDs,2023
LOUD,Robo,WLDs,2023
LOUD,Croc,WLDs,2023
LOUD,tinowns,WLDs,2023
LOUD,Route,WLDs,2023
LOUD,Ceos,WLDs,2023
GAM Esports,Kiaya,WLDs,2023
GAM Esports,Levi,WLDs,2023
GAM Esports,Kati,WLDs,2023
GAM Esports,Slayder,WLDs,2023
GAM Esports,Palette,WLDs,2023
DetonatioN FocusMe,apaMEN,WLDs,2023
DetonatioN FocusMe,Steal,WLDs,2023
DetonatioN FocusMe,Aria,WLDs,2023
DetonatioN FocusMe,Yutapon,WLDs,2023
DetonatioN FocusMe,Harp,WLDs,2023
CTBC Flying Oyster,Rest,WLDs,2023
CTBC Flying Oyster,Gemini,WLDs,2023
CTBC Flying Oyster,JimieN,WLDs,2023
CTBC Flying Oyster,Shunn,WLDs,2023
CTBC Flying Oyster,ShiauC,WLDs,2023
Team Whales,Sparda,WLDs,2023
Team Whales,BeanJ,WLDs,2023
Team Whales,Glory,WLDs,2023
Team Whales,Artemis,WLDs,2023
Team Whales,Bie,WLDs,2023
T1,Zeus,WLDs,2023
T1,Oner,WLDs,2023
T1,Faker,WLDs,2023
T1,Gumayusi,WLDs,2023
T1,Keria,WLDs,2023
Team Liquid,Summit,WLDs,2023
Team Liquid,Pyosik,WLDs,2023
Team Liquid,APA,WLDs,2023
Team Liquid,Yeon,WLDs,2023
Team Liquid,CoreJJ,WLDs,2023
Cloud9,Fudge,WLDs,2023
Cloud9,Blaber,WLDs,2023
Cloud9,EMENES,WLDs,2023
Cloud9,Berserker,WLDs,2023
Cloud9,Zven,WLDs,2023
MAD Lions,Chasy,WLDs,2023
MAD Lions,Elyoya,WLDs,2023
MAD Lions,Nisqy,WLDs,2023
MAD Lions,Carzzy,WLDs,2023
MAD Lions,Hylissang,WLDs,2023
Gen.G,Doran,WLDs,2023
Gen.G,Peanut,WLDs,2023
Gen.G,Chovy,WLDs,2023
Gen.G,Peyz,WLDs,2023
Gen.G,Delight,WLDs,2023
JD Gaming,369,WLDs,2023
JD Gaming,Kanavi,WLDs,2023
JD Gaming,knight,WLDs,2023
JD Gaming,Ruler,WLDs,2023
JD Gaming,MISSING,WLDs,2023
G2 Esports,BrokenBlade,WLDs,2023
G2 Esports,Yike,WLDs,2023
G2 Esports,Caps,WLDs,2023
G2 Esports,Hans Sama,WLDs,2023
G2 Esports,Mikyx,WLDs,2023
NRG,Dhokla,WLDs,2023
NRG,Contractz,WLDs,2023
NRG,Palafox,WLDs,2023
NRG,FBI,WLDs,2023
NRG,IgNar,WLDs,2023
Fnatic,Oscarinin,WLDs,2023
Fnatic,Razork,WLDs,2023
Fnatic,Humanoid,WLDs,2023
Fnatic,Noah,WLDs,2023
Fnatic,Trymbi,WLDs,2023
Bilibili Gaming,Bin,WLDs,2023
Bilibili Gaming,XUN,WLDs,2023
Bilibili Gaming,Yagao,WLDs,2023
Bilibili Gaming,Elk,WLDs,2023
Bilibili Gaming,ON,WLDs,2023
FlyQuest,Bwipo,MSI,2024
FlyQuest,Inspired,MSI,2024
FlyQuest,Jensen,MSI,2024
FlyQuest,Massu,MSI,2024
FlyQuest,Busio,MSI,2024
PSG Talon,Azhi,MSI,2024
PSG Talon,JunJia,MSI,2024
PSG Talon,Maple,MSI,2024
PSG Talon,Betty,MSI,2024
PSG Talon,Woody,MSI,2024
T1,Zeus,MSI,2024
T1,Oner,MSI,2024
T1,Faker,MSI,2024
T1,Gumayusi,MSI,2024
T1,Keria,MSI,2024
Estral Esports,Zothve,MSI,2024
Estral Esports,Josedeodo,MSI,2024
Estral Esports,cody,MSI,2024
Estral Esports,Snaker,MSI,2024
Estral Esports,Ackerman,MSI,2024
Fnatic,Oscarinin,MSI,2024
Fnatic,Razork,MSI,2024
Fnatic,Humanoid,MSI,2024
Fnatic,Noah,MSI,2024
Fnatic,Jun,MSI,2024
GAM Esports,Kiaya,MSI,2024
GAM Esports,Levi,MSI,2024
GAM Esports,Emo,MSI,2024
GAM Esports,EasyLove,MSI,2024
GAM Esports,Elio,MSI,2024
Top Esports,369,MSI,2024
Top Esports,Tian,MSI,2024
Top Esports,Creme,MSI,2024
Top Esports,JackeyLove,MSI,2024
Top Esports,Meiko,MSI,2024
LOUD,Robo,MSI,2024
LOUD,Croc,MSI,2024
LOUD,tinowns,MSI,2024
LOUD,Route,MSI,2024
LOUD,RedBert,MSI,2024
Team Liquid,Impact,MSI,2024
Team Liquid,UmTi,MSI,2024
Team Liquid,APA,MSI,2024
Team Liquid,Yeon,MSI,2024
Team Liquid,CoreJJ,MSI,2024
Gen.G,Kiin,MSI,2024
Gen.G,Canyon,MSI,2024
Gen.G,Chovy,MSI,2024
Gen.G,Peyz,MSI,2024
Gen.G,Lehends,MSI,2024
Bilibili Gaming,Bin,MSI,2024
Bilibili Gaming,Xun,MSI,2024
Bilibili Gaming,knight,MSI,2024
Bilibili Gaming,Elk,MSI,2024
Bilibili Gaming,ON,MSI,2024
G2 Esports,BrokenBlade,MSI,2024
G2 Esports,Yike,MSI,2024
G2 Esports,Caps,MSI,2024
G2 Esports,Hans Sama,MSI,2024
G2 Esports,Mikyx,MSI,2024
